Alces alces
Drepanocladus aduncus
Drepanocladus capillifolius
Drepanocladus uncinatus
Hygrohypnum bestii
Hygrohypnum luridum
Hygrohypnum molle
Hygrohypnum ochraceum
Hygrohypnum smithii
Leptodictyum riparium
Limprichtia revolvens
Palustriella commutata
Pseudocalliergon turgescens
Sarmenthypnum sarmentosum
Brachythecium albicans
Brachythecium collinum
Brachythecium erythrorrhizon
Brachythecium frigidum
Brachythecium holzingeri
Brachythecium hyalotapetum
Brachythecium leibergii
Brachythecium nelsonii
Brachythecium rivulare
Brachythecium rivulare var. laxum
Brachythecium salebrosum
Brachythecium starkei
Brachythecium turgidum
Brachythecium velutinum
Brachythecium velutinum var. velutinum
Eurhynchium praelongum
Eurhynchium pulchellum
Eurhynchium pulchellum var. pulchellum
Homalothecium aeneum
Homalothecium nevadense
Homalothecium pinnatifidum
Isothecium myosuroides
Scleropodium obtusifolium
Scleropodium touretii
Tomenthypnum nitens
Tomentypnum nitens
Calliergon cordifolium
Calliergon giganteum
Calliergon stramineum
Calliergon trifarium
Drepanocladus fluitans
Hamatocaulis vernicosus
Warnstorfia exannulata var. exannulata
Climacium dendroides
Dichelyma uncinatum
Fontinalis antipyretica var. gigantea
Fontinalis hypnoides
Fontinalis neomexicana
Fontinalis patula
Hylocomium splendens
Pleurozium schreberi
Rhytidiadelphus loreus
Rhytidiadelphus squarrosus
Rhytidiadelphus triquetrus
Rhytidiopsis robusta
Callicladium haldanianum
Herzogiella seligeri
Herzogiella turfacea
Hypnum callichroum
Hypnum circinale
Hypnum cupressiforme
Hypnum pratense
Hypnum revolutum
Hypnum subimponens
Hypnum vaucheri
Isopterygiopsis pulchella
Orthothecium chryseum
Platydictya jungermannioides
Ptilium crista-castrensis
Pylaisiella polyantha
Claopodium bolanderi
Lescuraea incurvata
Lescuraea radicosa
Leskeella nervosa
Pseudoleskea patens
Pseudoleskea radicosa var. compacta
Pseudoleskea radicosa var. pallida
Pseudoleskea stenophylla
Pseudoleskeella tectorum
Antitrichia californica
Antitrichia curtipendula
Metaneckera menziesii
Thamnobryum neckeroides
Plagiothecium cavifolium
Plagiothecium denticulatum
Plagiothecium denticulatum var. aptychus
Plagiothecium laetum
Plagiothecium piliferum
Heterocladium dimorphum
Heterocladium procurrens
Myurella julacea
Myurella tenerrima
Pterigynandrum filiforme
Rhytidium rugosum
Thuidium recognitum
Anthelia julacea
Anthelia juratzkana
Calypogeja suecica
Cephalozia bicuspidata
Cephalozia leucantha
Cephalozia lunulifolia
Cephalozia pleniceps
Hygrobiella laxifolia
Pleuroclada albescens
Cephaloziella subdentata
Harpanthus flotovianus
Gymnomitrion obtusum
Marsupella emarginata
Marsupella sphacelata
Jamesoniella autumnalis
Jungermannia atrovirens
Jungermannia cordifolia
Jungermannia leiantha
Jungermannia obovata
Jungermannia pumila
Jungermannia rubra
Solenostoma cordifolium
Lepidozia reptans
Chiloscyphus pallescens
Chiloscyphus pallescens var. fragilis
Chiloscyphus polyanthos
Chiloscyphus rivularis
Lophocolea heterophylla
Lophocolea minor
Pedinophyllum interruptum
Plagiochila asplenioides
Blepharostoma arachnoideum var. brevirete
Blepharostoma trichophyllum
Anastrophyllum helleranum
Anastrophyllum minutum
Barbilophozia attenuata
Barbilophozia barbata
Barbilophozia floerkei
Barbilophozia hatcheri
Barbilophozia lycopodioides
Diplophyllum taxifolium
Gymnocolea inflata
Lophozia alpestris
Lophozia ascendens
Lophozia badensis
Lophozia gillmanii
Lophozia guttulata
Lophozia incisa
Lophozia longidens
Lophozia ventricosa
Lophozia wenzelii
Scapania curta
Scapania irrigua
Scapania mucronata
Scapania nemorosa
Scapania paludosa
Scapania saxicola
Scapania subalpina
Scapania umbrosa
Scapania undulata
Tritomaria exsectiformis
Tritomaria scitula
Nardia breidleri
Nardia geoscyphus
Asterella gracilis
Asterella lindenbergiana
Asterella saccata
Mannia fragrans
Reboulia hemisphaerica
Conocephalum conicum
Marchantia polymorpha
Preissia quadrata
Riccia sorocarpa
Aneura pinguis
Riccardia latifrons
Metzgeria conjugata
Metzgeria pubescens
Navicula caroliniae
Navicula schweigeri
Amphidium lapponicum
Amphidium mougeotii
Orthotrichum affine
Orthotrichum alpestre
Orthotrichum cupulatum
Orthotrichum laevigatum
Orthotrichum lyellii
Orthotrichum obtusifolium
Orthotrichum pumilum
Orthotrichum rupestre
Orthotrichum speciosum
Orthotrichum speciosum var. elegans
Orthotrichum striatum
Pellia fabroniana
Pellia neesiana
Atrichum selwynii
Atrichum undulatum var. haussknechtii
Atrichum undulatum var. selwynii
Oligotrichum hercynicum
Pogonatum alpinum
Pogonatum urnigerum
Polytrichastrum alpinum var. alpinum
Polytrichum commune
Polytrichum formosum
Polytrichum juniperinum
Polytrichum lyallii
Polytrichum piliferum
Polytrichum sexangulare
Polytrichum strictum
Porella cordaeana
Porella platyphylla
Porella roellii
Radula complanata
Barbula brachyphyllus
Barbula convoluta
Barbula cylindrica
Barbula icmadophila
Barbula unguiculata
Barbula vinealis
Bryoerythrophyllum recurvirostre
Bryoerythrophyllum recurvirostrum
Desmatodon latifolius
Desmatodon latifolius var. muticus
Gymnostomum aeruginosum
Hymenostylium recurvirostre
Stegonia latifolia
Tortella fragilis
Tortella humilis
Tortella inclinata
Tortella tortuosa
Tortula mucronifolia
Tortula norvegica
Tortula ruralis
Tortula subulata
Weissia controversa
Ptilidium californicum
Ptilidium pulcherrimum
Aulacomnium androgynum
Aulacomnium palustre
Scouleria aquatica
Sphagnum capillifolium
Sphagnum contortum
Sphagnum fuscum
Sphagnum girgensohnii
Sphagnum magellanicum
Sphagnum russowii
Sphagnum squarrosum
Sphagnum subnitens
Sphagnum subsecundum
Sphagnum teres
Sphagnum warnstorfii
Meesia longiseta
Meesia uliginosa
Paludella squarrosa
Tayloria lingulata
Tayloria serrata
Tetraphis pellucida
Timmia austriaca
Timmia bavarica
Timmia norvegica
Stygobromus
Branchinecta paludosa
Eubranchipus intricatus
Eubranchipus serratus
Salmasellus steganothrix
Lepidurus couesii
Lymnaea stagnalis
Arion circumscriptus
Arion rufus
Arion subfuscus
Prophysaon andersoni
Cochlicopa lubrica
Discus whitneyi
Euconulus fulvus
Deroceras laeve
Limax maximus
Oreohelix subrudis
Punctum randolphi
Columella edentula
Catinella vermeta
Microphysula ingersolli
Vallonia pulchella
Vitrina pellucida
Nesovitrea binneyana
Striatura pugetensis
Zonitoides arboreus
Arcynopteryx bradleyi
Arcynopteryx watertoni
Ephemerella hysterix
Nemoura columbiana
Optioservus
Zaitzevia
Atherix
Atherix variegata
Bezzia
Eucorethra underwoodi
Aedes canadensis
Aedes cataphylla
Aedes cinereus
Aedes communis
Aedes diantaeus
Aedes dorsalis
Aedes euedes
Aedes excrucians
Aedes fitchii
Aedes hendersoni
Aedes hexodontus
Aedes impiger
Aedes implicatus
Aedes increpitus
Aedes intrudens
Aedes melanimon
Aedes mercurator
Aedes nigromaculis
Aedes pionips
Aedes provocans
Aedes pullatus
Aedes punctor
Aedes sierrensis
Aedes spencerii
Aedes sticticus
Aedes vexans
Anopheles earlei
Anopheles freeborni
Culex tarsalis
Culex territans
Culiseta alaskaensis
Culiseta impatiens
Culiseta incidens
Culiseta inornata
Culiseta minnesotae
Culiseta morsitans
Ochlerotatus melanimon
Hemerodromia
Glutops rossi
Pericoma
Antocha
Antocha monticola
Dicranota
Hexatoma
Pedicia
Ameletus
Ameletus connectus
Ameletus cooki
Ameletus oregonensis
Ameletus pritchardi
Ameletus similior
Ameletus sparsatus
Ameletus validus
Ameletus velox
Acentrella turbida
Baetis
Baetis bicaudatus
Baetis flavistriga
Baetis intermedius
Baetis tricaudatus
Centroptilum bifurcatum
Centroptilum conturbatum
Procloeon pennulatum
Caudatella hystrix
Drunella coloradensis
Drunella doddsi
Drunella grandis
Drunella pelosa
Ephemerella
Ephemerella doddsi
Ephemerella flavilinea
Ephemerella grandis grandis
Ephemerella grandis ingens
Ephemerella inermis
Ephemerella infrequens
Ephemerella tibialis
Serratella tibialis
Cinygma dimicki
Cinygmula
Cinygmula par
Cinygmula ramaleyi
Cinygmula reticulata
Epeorus
Epeorus albertae
Epeorus deceptivus
Epeorus grandis
Epeorus longimanus
Heptagenia
Rhithrogena futilis
Rhithrogena hageni
Rhithrogena robusta
Paraleptophlebia
Paraleptophlebia debilis
Paraleptophlebia heteronea
Paraleptophlebia memorialis
Paraleptophlebia vaciva
Siphlonurus autumnalis
Siphlonurus phyllis
Bombus fernaldae
Bombus flavifrons
Bombus melanopygus
Capnia
Eucapnopsis
Alloperla
Paraperla
Paraperla frontalis
Sweltsa
Brachyptera
Lednia tumana
Malenka
Nemoura
Nemoura cinctipes
Prostoia
Prostoia besametsa
Visoka cataractae
Zapada cinctipes
Zapada columbiana
Zapada frigida
Zapada oregonensis
Peltoperla
Yoraperla
Yoraperla brevis
Acroneuria
Acroneuria californica
Acroneuria pacifica
Calineuria californica
Claassenia sabulosa
Doroneuria
Doroneuria theodora
Hesperoperla pacifica
Arcynopteryx
Arcynopteryx parallela
Cultus
Diura
Diura knowltoni
Isogenus
Isoperla
Isoperla ebria
Isoperla fulva
Isoperla longiseta
Isoperla patricia
Isoperla petersoni
Kogotus
Megarcys
Megarcys watertoni
Pictetiella
Setvena bradleyi
Skwala
Skwala americana
Pteronarcella badia
Pteronarcys californica
Doddsia
Doddsia occidentalis
Taenionema
Apatania
Brachycentrus
Brachycentrus americanus
Brachycentrus occidentalis
Micrasema
Anagapetus
Glossosoma
Arctopsyche
Arctopsyche grandis
Cheumatopsyche
Hydropsyche
Hydropsyche cockerelli
Parapsyche
Parapsyche elsis
Lepidostoma
Chyranda
Clostoeca
Dicosmoecus
Ecclisomyia
Frenesia
Limnephilus
Sortosa
Rhyacophila
Rhyacophila acropedes
Rhyacophila angelita
Rhyacophila bifila
Rhyacophila coloradensis
Rhyacophila hyalinata
Rhyacophila vagrita
Rhyacophila vepulsa
Neophylax
Neothremma
Oligophlebodes
Lumbriculidae
Planaria
Acarospora chlorophana
Acarospora fuscata
Acarospora glaucocarpa
Acarospora schleicheri
Acarospora veronensis
Polysporina simplex
Rimularia insularis
Trapeliopsis granulosa
Chrysothrix candelaris
Candelariella aurella
Candelariella terrigena
Candelariella vitellina
Cladonia bacillaris
Cladonia borealis
Cladonia botrytes
Cladonia cariosa
Cladonia carneola
Cladonia cenotea
Cladonia cervicornis
Cladonia chlorophaea
Cladonia coniocraea
Cladonia cornuta
Cladonia crispata
Cladonia deformis
Cladonia digitata
Cladonia ecmocyna
Cladonia fimbriata
Cladonia gracilis
Cladonia luteoalba
Cladonia macrophyllodes
Cladonia merochlorophaea
Cladonia mitis
Cladonia multiformis
Cladonia ochrochlora
Cladonia phylophora
Cladonia pleurota
Cladonia pocillum
Cladonia pyxidata
Cladonia rei
Cladonia squamosa
Cladonia sulphurina
Cladonia umbricola
Cladonia verruculosa
Aspicilia
Aspicilia alphoplaca
Aspicilia aquatica
Aspicilia candida
Aspicilia cinerea
Aspicilia cingulata
Aspicilia melanaspis
Aspicilia subplicigera
Carbonea vitellinaria
Carbonea vorticosa
Lecanora argopholis
Lecanora atrosulphurea
Lecanora behringii
Lecanora carpinea
Lecanora chlarotera
Lecanora circumborealis
Lecanora dispersa
Lecanora epibryon
Lecanora fuscescens
Lecanora garovaglii
Lecanora hagenii
Lecanora impudens
Lecanora intricata
Lecanora marginata
Lecanora microfusca
Lecanora muralis
Lecanora novomexicana
Lecanora pacifica
Lecanora piniperda
Lecanora polytropa
Lecanora pringlei
Lecanora pulicaris
Lecanora reagens
Lecanora rugosella
Lecanora rupicola
Lecanora salicicola
Lecanora symmicta
Lecanora thomsonii
Lecanora varia
Lecanora zosterae
Lecidella anomaloides
Lecidella euphorea
Lecidella patavina
Lecidella stigmatea
Miriquidica garovaglii
Mycoblastus sanguinarius
Tephromela armeniaca
Ahtiana sphaerosporella
Alectoria imshaugii
Alectoria sarmentosa
Allantoparmelia alpicola
Brodoa oroarctica
Bryoria abbreviata
Bryoria capillaris
Bryoria chalybeiformis
Bryoria fremontii
Bryoria fuscescens
Bryoria glabra
Bryoria implexa
Bryoria lanestris
Bryoria nadvornikiana
Bryoria pseudofuscescens
Cetraria commixta
Cetraria cucullata
Cetraria hepatizon
Cetraria nivalis
Cetraria subalpina
Cetraria tilesii
Coelocaulon aculeatum
Coelocaulon muricatum
Cornicularia normoerica
Dactylina ramulosa
Esslingeriana idahoensis
Evernia divaricata
Evernia prunastri
Hypogymnia austerodes
Hypogymnia enteromorpha
Hypogymnia imshaugii
Hypogymnia metaphysodes
Hypogymnia occidentalis
Hypogymnia physodes
Hypogymnia tubulosa
Letharia columbiana
Letharia vulpina
Melanelia exasperatula
Nodobryoria abbreviata
Nodobryoria oregana
Parmelia fraudans
Parmelia hygrophila
Parmelia omphalodes
Parmelia saxatilis
Parmelia sulcata
Parmeliopsis aleurites
Parmeliopsis ambigua
Parmeliopsis hyperopta
Platismatia glauca
Protoparmelia badia
Protoparmelia ochrococca
Pseudephebe minuscula
Pseudephebe pubescens
Rhizoplaca chrysoleuca
Rhizoplaca melanophthalma
Rhizoplaca peltata
Tuckermannopsis chlorophylla
Tuckermannopsis platyplylla
Usnea lapponica
Usnea subfloridana
Usnea substerilis
Vulpicida canadensis
Bacidia bagliettoana
Bacidia beckhausii
Bacidia circumspecta
Bacidia herrei
Bacidia laurocerasi
Bacidia trachona
Ramalina dilacerata
Ramalina obtusata
Ramalina thrausta
Stereocaulon paschale
Hypocenomyce scalaris
Lecidea
Lecidea tessellata
Bellemerea alpina
Bellemerea cinereorufescens
Bellemerea diamarta
Phlyctis speirea
Collema ceraniscum
Collema curtisporum
Collema furfuraceum
Collema fuscovirens
Collema tenax
Collema undulatum
Leptogium hirsutum
Leptogium lichenoides
Leptogium minutissimum
Leptogium saturninum
Leptogium teretiusculum
Lobaria hallii
Lobaria pulmonaria
Nephroma bellum
Nephroma helveticum
Nephroma parile
Nephroma resupinatum
Leproloma angardianum
Pannaria pezizoides
Pannaria praetermissa
Parmeliella triptophylla
Peltigera aphthosa
Peltigera canina
Peltigera collina
Peltigera didactyla
Peltigera elisabethae
Peltigera horizontalis
Peltigera kristinssonii
Peltigera lepidophora
Peltigera leucophlebia
Peltigera malacea
Peltigera membranacea
Peltigera neckeri
Peltigera neopolydactyla
Peltigera ponojensis
Peltigera rufescens
Peltigera scabrosa
Peltigera venosa
Polychidium muscicola
Thamnolia subuliformis
Ochrolechia szatalaensis
Ochrolechia upsaliensis
Pertusaria ophthalmiza
Pertusaria stenhammari
Sporastatia testudinea
Toninia candida
Toninia squalida
Rhizocarpon
Rhizocarpon disporum
Buellia disciformis
Buellia geophila
Buellia papillata
Buellia punctata
Dimelaena oreina
Diplotomma epipolium
Diplotomma penichrum
Phaeophyscia kairamoi
Phaeophyscia orbicularis
Phaeophyscia sciastra
Physcia adscendens
Physcia aipolia
Physcia biziana
Physcia caesia
Physcia dimidiata
Physcia dubia
Physcia phaea
Physcia stellaris
Physcia tenella
Physconia detersa
Physconia distorta
Physconia enteroxantha
Physconia muscigena
Physconia perisidiosa
Rinodina archaea
Rinodina lignaria
Rinodina mniaraea
Rinodina pyrina
Rinodina roscida
Rinodina septentrionalis
Rinodina turfacea
Rinodina zwackhiana
Caloplaca ammiospila
Caloplaca arenaria
Caloplaca atrosanguinea
Caloplaca cladodes
Caloplaca crenularia
Caloplaca epithallina
Caloplaca ferruginea
Caloplaca flavorubescens
Caloplaca fraudans
Caloplaca holocarpa
Caloplaca jungermanniae
Caloplaca saxicola
Caloplaca tiroliensis
Caloplaca tominii
Caloplaca variabilis
Fulgensia bracteata
Teloschistes contortuplicatus
Xanthoria candelaria
Xanthoria elegans
Xanthoria fallax
Xanthoria polycarpa
Xanthoria sorediata
Fuscidea praeruptorum
Umbillicaria hyperborea
Umbillicaria terrefacta
Dermatocarpon miniatum
Didymosphenia geminata
Distrionella incognita
Oreamnos americanus
Alces alces
Odocoileus hemionus
Canis latrans
Canis lupus
Vulpes vulpes
Lynx canadensis
Puma concolor
Enhydra lutris
Gulo gulo
Lontra canadensis
Martes americana
Mustela erminea
Mustela nivalis
Mustela vison
Callorhinus ursinus
Eumetopias jubatus
Mirounga angustirostris
Phoca vitulina
Ursus americanus
Ursus arctos
Eubalaena glacialis
Balaenoptera acutorostrata
Balaenoptera borealis
Balaenoptera musculus
Balaenoptera physalus
Megaptera novaeangliae
Globicephala macrorhynchus
Lagenorhynchus obliquidens
Orcinus orca
Eschrichtius robustus
Berardius bairdii
Mesoplodon stejnegeri
Kogia breviceps
Phocoena phocoena
Phocoenoides dalli
Physeter macrocephalus
Myotis lucifugus
Lepus americanus
Castor canadensis
Clethrionomys rutilus
Microtus longicaudus
Microtus oeconomus
Peromyscus keeni
Peromyscus maniculatus
Synaptomys borealis
Zapus hudsonius
Erethizon dorsatum
Mus musculus
Glaucomys sabrinus
Marmota caligata
Sciurus
Tamiasciurus hudsonicus
Sorex
Sorex alaskanus
Sorex cinereus
Sorex monticolus
Sorex palustris
Accipiter gentilis
Accipiter striatus
Aquila chrysaetos
Buteo jamaicensis
Buteo lagopus
Buteo swainsoni
Circus cyaneus
Haliaeetus leucocephalus
Pandion haliaetus
Aix sponsa
Anas acuta
Anas americana
Anas clypeata
Anas crecca
Anas cyanoptera
Anas discors
Anas penelope
Anas platyrhynchos
Anas rubripes
Anas strepera
Anser albifrons
Aythya
Aythya affinis
Aythya americana
Aythya collaris
Aythya fuligula
Aythya marila
Aythya valisineria
Branta bernicla
Branta canadensis
Branta canadensis fulva
Bucephala
Bucephala albeola
Bucephala clangula
Bucephala islandica
Chen caerulescens
Chen canagica
Clangula hyemalis
Cygnus buccinator
Cygnus columbianus
Histrionicus histrionicus
Lophodytes cucullatus
Melanitta
Melanitta fusca
Melanitta nigra
Melanitta perspicillata
Mergus
Mergus merganser
Mergus serrator
Somateria mollissima
Somateria spectabilis
Chaetura vauxi
Calypte anna
Selasphorus rufus
Chordeiles minor
Aethia psittacula
Brachyramphus brevirostris
Brachyramphus marmoratus
Brachyrampus brevirostris
Brachyrampus marmoratus
Cepphus columba
Cerorhinca monocerata
Fratercula cirrhata
Fratercula corniculata
Ptychoramphus aleuticus
Synthliboramphus antiquus
Uria aalge
Uria lomvia
Charadrius semipalmatus
Charadrius vociferus
Pluvialis dominica
Pluvialis fulva
Pluvialis squatarola
Haematopus bachmani
Hydroprogne caspia
Larus
Larus argentatus
Larus californicus
Larus canus
Larus delawarensis
Larus glaucescens
Larus hyperboreus
Larus philadelphia
Larus thayeri
Onychoprion aleuticus
Pagophila eburnea
Rhodostethia rosea
Rissa tridactyla
Sterna hirundo
Sterna paradisaea
Xema sabini
Actitis macularius
Aphriza virgata
Arenaria interpres
Arenaria melanocephala
Bartramia longicauda
Calidris alba
Calidris alpina
Calidris bairdii
Calidris canutus
Calidris ferruginea
Calidris mauri
Calidris melanotos
Calidris minutilla
Calidris ptilocnemis
Calidris pusilla
Calidris ruficollis
Gallinago delicata
Limnodromus griseus
Limnodromus scolopaceus
Limosa fedoa
Limosa haemastica
Limosa lapponica
Numenius phaeopus
Numenius tahitiensis
Phalaropus fulicarius
Phalaropus lobatus
Tringa flavipes
Tringa incana
Tringa melanoleuca
Tringa solitaria
Tryngites subruficollis
Stercorarius longicaudus
Stercorarius maccormicki
Stercorarius parasiticus
Stercorarius pomarinus
Patagioenas fasciata
Zenaida macroura
Ceryle alcyon
Falco columbarius
Falco peregrinus
Falco rusticolus
Falco sparverius
Dendragapus fuliginosus
Lagopus lagopus
Lagopus leucura
Lagopus muta
Gavia adamsii
Gavia arctica
Gavia immer
Gavia pacifica
Gavia stellata
Grus canadensis
Fulica americana
Porzana carolina
Eremophila alpestris
Eromophila alpestris
Bombycilla cedrorum
Bombycilla garrulus
Calcarius lapponicus
Calcarius pictus
Plectrophenax nivalis
Piranga ludoviciana
Certhia americana
Cinclus mexicanus
Corvus caurinus
Corvus corax
Cyanocitta stelleri
Nucifraga columbiana
Perisoreus canadensis
Pica hudsonia
Junco hyemalis
Melospiza lincolnii
Melospiza melodia
Passerculus sandwichensis
Passerella iliaca
Spizella arborea
Spizella passerina
Zonotrichia albicollis
Zonotrichia atricapilla
Zonotrichia leucophrys
Zonotrichia querula
Carduelis flammea
Carduelis hornemanni
Carduelis pinus
Leucosticte tephrocotis
Loxia curvirostra
Loxia leucoptera
Pinicola enucleator
Hirundo rustica
Petrochelidon pyrrhonota
Riparia riparia
Stelgidopteryx serripennis
Tachycineta bicolor
Tachycineta thalassina
Agelaius phoeniceus
Euphagus carolinus
Molothrus ater
Lanius excubitor
Anthus rubescens
Motacilla alba
Poecile atricapillus
Poecile rufescens
Dendroica coronata
Dendroica petechia
Dendroica striata
Dendroica townsendi
Geothlypis trichas
Oporornis tolmiei
Seiurus noveboracensis
Setophaga ruticilla
Vermivora celata
Vermivora peregrina
Wilsonia pusilla
Regulus calendula
Regulus satrapa
Sitta canadensis
Sturnus vulgaris
Troglodytes troglodytes
Catharus guttatus
Catharus minimus
Catharus ustulatus
Ixoreus naevius
Myadestes townsendi
Sialia currucoides
Turdus migratorius
Contopus cooperi
Contopus sordidulus
Empidonax alnorum
Empidonax difficilis
Empidonax hammondii
Sayornis saya
Tyrannus forficatus
Tyrannus tyrannus
Tyrannus verticalis
Ardea alba
Ardea herodias
Botaurus lentiginosus
Bubulcus ibis
Colaptes auratus
Picoides dorsalis
Picoides pubescens
Picoides villosus
Sphyrapicus ruber
Sphyrapicus varius
Aechmophorus
Aechmophorus occidentalis
Podiceps auritus
Podiceps grisegena
Phoebastria nigripes
Oceanodroma furcata
Oceanodroma leucorhoa
Fulmarus glacialis
Puffinus creatopus
Puffinus griseus
Puffinus tenuirostris
Aegolius acadicus
Aegolius funereus
Asio flammeus
Bubo scandiacus
Bubo virginianus
Glaucidium gnoma
Megascops kennicottii
Strix nebulosa
Strix varia
Surnia ulula
Phalacrocorax auritus
Phalacrocorax pelagicus
Caretta caretta
Chelonia mydas
Dermochelys coriacea
Bufo boreas
Rana aurora
Rana sylvatica
Ambystoma gracile
Taricha granulosa
Chondrichthyes
Acipenser medirostris
Acipenser transmontanus
Nemichthys scolopaceus
Alepisaurus ferox
Anotopterus pharao
Benthalbella dentata
Porichthys notatus
Cololabis saira
Prionace glauca
Apristurus brunneus
Hydrolagus colliei
Alosa sapidissima
Clupea pallasii
Sardinops sagax
Engraulis mordax
Catostomus catostomus
Cyprinidae
Esox lucius
Eleginus gracilis
Gadidae
Gadus macrocephalus
Lota lota
Microgadus proximus
Theragra chalcogramma
Albatrossia pectoralis
Coryphaenoides acrolepis
Coryphaenoides cinereus
Coryphaenoides filifer
Merluccius productus
Antimora microlepis
Aulorhynchus flavidus
Gasterosteus aculeatus
Syngnathus leptorhynchus
Hexanchus griseus
Notorynchus cepedianus
Cetorhinus maximus
Carcharodon carcharias
Lamna ditropis
Lampris guttatus
Trachipterus altivelis
Diaphus theta
Lampanyctus jordani
Nannobrachium regale
Stenobrachius leucopsarus
Tarletonbeania crenularis
Eptatretus deani
Eptatretus stouti
Brosmophycis marginata
Argentina sialis
Leuroglossus schmidti
Pseudobathylagus milleri
Macropinna microstoma
Hypomesus pretiosus
Mallotus villosus
Osmeridae
Osmerus mordax
Spirinchus starksi
Spirinchus thaleichthys
Thaleichthys pacificus
Ammodytes hexapterus
Anarrhichthys ocellatus
Bathymaster
Bathymaster caeruleofasciatus
Bathymaster leurolepis
Bathymaster signatus
Bathymasteridae
Ronquilus jordani
Brama japonica
Trachurus symmetricus
Caristius macropus
Icichthys lockingtoni
Cryptacanthodes aleutensis
Cryptacanthodes giganteus
Brachyistius frenatus
Cymatogaster aggregata
Rhacochilus vacca
Gobiesox maeandricus
Rimicola muscarum
Rhinogobiops nicholsii
Icosteus aenigmaticus
Apodichthys flavidus
Pholidae
Pholis
Pholis clemensi
Pholis laeta
Pholis ornata
Ptilichthys goodei
Atractoscion nobilis
Sarda chiliensis
Scomber japonicus
Thunnus alalunga
Scytalina cerdale
Sphyraena argentea
Anisarchus medius
Anoplarchus
Anoplarchus insignis
Anoplarchus purpurescens
Bryozoichthys lysimus
Bryozoichthys marjorius
Chirolophis decoratus
Chirolophis nugator
Chirolophis tarsodes
Leptoclinus maculatus
Lumpenella longirostris
Lumpenus
Lumpenus fabricii
Lumpenus sagitta
Phytichthys chirus
Poroclinus rothrocki
Stichaeidae
Stichaeus punctatus
Xiphister atropurpureus
Xiphister mucosus
Trichodon trichodon
Zaprora silenus
Bothrocara brunneum
Bothrocara molle
Bothrocara pusillum
Gymnelus viridis
Lycenchelys crotalinus
Lycodapus fierasfer
Lycodapus mandibularis
Lycodapus psarostomatus
Lycodes brevipes
Lycodes diapterus
Lycodes pacificus
Lycodes palearis
Lampetra ayresii
Lampetra richardsoni
Lampetra tridentata
Citharichthys
Citharichthys sordidus
Citharichthys stigmaeus
Atheresthes stomias
Embassichthys bathybius
Eopsetta jordani
Glyptocephalus zachirus
Hippoglossoides elassodon
Hippoglossus stenolepis
Isopsetta isolepis
Lepidopsetta
Lepidopsetta bilineata
Lepidopsetta polyxystra
Limanda aspera
Lyopsetta exilis
Microstomus pacificus
Parophrys vetulus
Platichthys stellatus
Pleuronectes quadrituberculatus
Pleuronectidae
Pleuronichthys coenosus
Pleuronichthys decurrens
Psettichthys melanostictus
Reinhardtius hippoglossoides
Bathyraja
Bathyraja abyssicola
Bathyraja aleutica
Bathyraja interrupta
Bathyraja parmifera
Bathyraja trachura
Raja binoculata
Raja rhina
Raja stellulata
Coregonus clupeaformis
Oncorhynchus
Oncorhynchus clarkii
Oncorhynchus gorbuscha
Oncorhynchus keta
Oncorhynchus kisutch
Oncorhynchus mykiss
Oncorhynchus nerka
Oncorhynchus tshawytscha
Prosopium coulterii
Prosopium cylindraceum
Salmo salar
Salvelinus confluentus
Salvelinus fontinalis
Salvelinus malma
Salvelinus namaycush
Thymallus arcticus
Agonidae
Agonopsis vulsa
Anoplagonus inermis
Aspidophoroides bartoni
Bathyagonus alascanus
Bathyagonus infraspinatus
Bathyagonus nigripinnis
Bathyagonus pentacanthus
Bothragonus swanii
Chesnonia verrucosa
Hypsagonus mozinoi
Hypsagonus quadricornis
Leptagonus frenatus
Odontopyxis trispinosa
Pallasina barbata
Podothecus accipenserinus
Stellerina xyosterna
Xeneretmus latifrons
Xeneretmus leiops
Anoplopoma fimbria
Erilepis zonifer
Artediellus pacificus
Artedius fenestralis
Artedius harringtoni
Artedius lateralis
Ascelichthys rhodorus
Chitonotus pugetensis
Clinocottus acuticeps
Clinocottus embryum
Clinocottus globiceps
Cottidae
Cottus aleuticus
Cottus asper
Cottus cognatus
Enophrys bison
Enophrys diceraus
Enophrys lucasi
Gymnocanthus galeatus
Gymnocanthus pistilliger
Hemilepidotus
Hemilepidotus hemilepidotus
Hemilepidotus jordani
Hemilepidotus spinosus
Hemilepidotus zapus
Icelinus borealis
Icelinus burchami
Icelinus filamentosus
Icelinus oculatus
Icelinus tenuis
Icelus euryops
Icelus spatula
Icelus spiniger
Icelus uncinalis
Jordania zonope
Leptocottus armatus
Myoxocephalus
Myoxocephalus jaok
Myoxocephalus polyacanthocephalus
Myoxocephalus quadricornis
Myoxocephalus scorpius
Myoxocephalus stelleri
Oligocottus maculosus
Oligocottus rimensis
Oligocottus snyderi
Paricelinus hopliticus
Porocottus mednius
Radulinus asprellus
Radulinus boleoides
Radulinus taylori
Ruscarius meanyi
Scorpaenichthys marmoratus
Synchirus gilli
Triglops
Triglops forficatus
Triglops macellus
Triglops metopias
Triglops pingelii
Triglops scepticus
Aptocyclus ventricosus
Cyclopteridae
Eumicrotremus orbis
Eumicrotremus phrynoides
Lethotremus muticus
Blepsias bilobus
Blepsias cirrhosus
Hemitripterus bolini
Hemitripterus villosus
