Alces alces
Castilleja occidentalis
Castilleja puberula
Castilleja rhexiifolia
Castilleja sulphurea
Orobanche fasciculata
Orobanche uniflora
Orthocarpus luteus
Pedicularis bracteosa ssp. paysoniana
Pedicularis bracteosa var. paysoniana
Pedicularis crenulata
Pedicularis groenlandica
Pedicularis groenlandica ssp. groenlandica
Pedicularis parryi
Pedicularis procera
Pedicularis racemosa
Pedicularis racemosa ssp. alba
Pedicularis sudetica ssp. scopulorum
Mimulus breweri
Mimulus floribundus
Mimulus gemmiparus
Mimulus guttatus
Mimulus tilingii
Besseya alpina
Besseya plantaginea
Callitriche palustris
Chionophila jamesii
Collinsia parviflora
Hippuris vulgaris
Limosella aquatica
Linaria dalmatica ssp. dalmatica
Linaria vulgaris
Penstemon glaber
Penstemon hallii
Penstemon harbourii
Penstemon harringtonii
Penstemon laricifolius ssp. exilifolius
Penstemon procerus
Penstemon rydbergii
Penstemon secundiflorus
Penstemon unilateralis
Penstemon virens
Penstemon whippleanus
Plantago eriopoda
Plantago major
Plantago tweedyi
Veronica americana
Veronica peregrina ssp. xalapensis
Veronica scutellata
Veronica serpyllifolia ssp. humifusa
Veronica serpyllifolia ssp. serpyllifolia
Veronica wormskjoldii
Scrophularia lanceolata
Verbascum thapsus
Verbena bracteata
Calochortus gunnisonii
Disporum trachycarpum
Erythronium grandiflorum ssp. grandiflorum
Lilium philadelphicum
Lloydia serotina
Prosartes trachycarpa
Streptopus amplexifolius var. chalazatus
Zigadenus elegans ssp. elegans
Zigadenus venenosus var. venenosus
Huperzia selago
Lycopodium annotinum
Chamaesyce serpyllifolia ssp. serpyllifolia
Euphorbia brachycera
Euphorbia esula var. uralensis
Hypericum perforatum
Hypericum scouleri ssp. nortoniae
Linum lewisii var. lewisii
Populus angustifolia
Populus balsamifera
Populus tremuloides
Salix bebbiana
Salix boothii
Salix brachycarpa
Salix drummondiana
Salix exigua
Salix geyeriana
Salix humilis var. tristis
Salix ligulifolia
Salix lucida
Salix lucida ssp. caudata
Salix monticola
Salix nivalis
Salix petiolaris
Salix petrophila
Salix planifolia
Salix scouleriana
Salix serissima
Salix wolfii
Viola adunca
Viola affinis
Viola biflora
Viola canadensis var. canadensis
Viola canadensis var. rugulosa
Viola canadensis var. scopulorum
Viola epipsila ssp. repens
Viola labradorica
Viola macloskeyi ssp. pallens
Viola palustris
Viola renifolia
Viola selkirkii
Viola vallicola var. major
Viola villosa
Sidalcea candida
Sidalcea neomexicana
Chamerion angustifolium ssp. circumvagum
Chamerion latifolium
Epilobium anagallidifolium
Epilobium brachycarpum
Epilobium ciliatum
Epilobium ciliatum ssp. glandulosum
Epilobium clavatum
Epilobium halleanum
Epilobium hornemannii
Epilobium lactiflorum
Epilobium saximontanum
Gayophytum diffusum ssp. parviflorum
Gayophytum ramosissimum
Oenothera brachycarpa
Oenothera cespitosa ssp. macroglottis
Oenothera coronopifolia
Oenothera flava
Oenothera nuttallii
Oenothera villosa
Oenothera villosa ssp. strigosa
Nuphar lutea ssp. polysepala
Botrychium echo
Botrychium hesperium
Botrychium lanceolatum
Botrychium lanceolatum var. lanceolatum
Botrychium lunaria
Botrychium minganense
Botrychium pinnatum
Juniperus communis var. depressa
Juniperus communis var. montana
Juniperus scopulorum
Abies lasiocarpa
Picea engelmannii
Picea pungens
Pinus contorta ssp. latifolia
Pinus flexilis
Pinus ponderosa ssp. scopulorum
Pseudotsuga menziesii
Carex
Carex albonigra
Carex aquatilis
Carex aquatilis ssp. stans
Carex aquatilis var. aquatilis
Carex arapahoensis
Carex athrostachya
Carex atratiformis
Carex atrosquama
Carex aurea
Carex bebbii
Carex bella
Carex brunnescens
Carex buxbaumii
Carex canescens
Carex capillaris
Carex deweyana
Carex diandra
Carex disperma
Carex douglasii
Carex duriuscula
Carex ebenea
Carex echinata ssp. echinata
Carex egglestonii
Carex elynoides
Carex engelmannii
Carex filifolia
Carex foenea
Carex geophila
Carex geyeri
Carex hallii
Carex haydeniana
Carex heteroneura var. chalciolepis
Carex hoodii
Carex illota
Carex inops ssp. heliophila
Carex interior
Carex jonesii
Carex lachenalii
Carex leptalea
Carex limosa
Carex macloviana
Carex magellanica ssp. irrigua
Carex maritima
Carex microptera
Carex misandra
Carex nardina var. hepburnii
Carex nebrascensis
Carex nelsonii
Carex nigricans
Carex norvegica
Carex norvegica ssp. stevenii
Carex nova
Carex obtusata
Carex occidentalis
Carex oreocharis
Carex pachystachya
Carex parryana
Carex pellita
Carex perglobosa
Carex phaeocephala
Carex praeceptorium
Carex praegracilis
Carex praticola
Carex pyrenaica ssp. micropoda
Carex pyrenaica ssp. pyrenaica
Carex rossii
Carex rupestris ssp. drummondiana
Carex saxatilis
Carex scoparia
Carex scopulorum
Carex siccata
Carex simulata
Carex stenoptila
Carex utriculata
Carex vernacula
Carex vesicaria
Carex xerantica
Eleocharis acicularis
Eleocharis palustris
Eleocharis quinqueflora
Eriophorum angustifolium ssp. scabriusculum
Kobresia myosuroides
Kobresia sibirica
Scirpus microcarpus
Scirpus pallidus
Juncus albescens
Juncus balticus var. montanus
Juncus biglumis
Juncus bufonius
Juncus castaneus
Juncus confusus
Juncus drummondii
Juncus dudleyi
Juncus effusus
Juncus filiformis
Juncus interior
Juncus longistylis
Juncus mertensianus
Juncus nevadensis
Juncus nodosus
Juncus parryi
Juncus saximontanus
Juncus tracyi
Juncus triglumis
Juncus tweedyi
Juncus vaseyi
Luzula comosa
Luzula parviflora
Luzula spicata
Luzula subcapitata
Achnatherum hymenoides
Achnatherum lettermanii
Achnatherum nelsonii
Achnatherum pinetorum
Achnatherum richardsonii
Achnatherum robustum
Achnatherum scribneri
Agropyron cristatum
Agropyron desertorum
Agrostis exarata
Agrostis gigantea
Agrostis humilis
Agrostis idahoensis
Agrostis mertensii
Agrostis scabra
Agrostis stolonifera
Agrostis variabilis
Alopecurus aequalis
Alopecurus alpinus ssp. glaucus
Alopecurus pratensis
Beckmannia syzigachne
Blepharoneuron tricholepis
Bouteloua gracilis
Bromus carinatus
Bromus ciliatus var. ciliatus
Bromus hordeaceus ssp. hordeaceus
Bromus inermis ssp. pumpellianus
Bromus inermis var. inermis
Bromus japonicus
Bromus lanatipes
Bromus porteri
Bromus tectorum
Calamagrostis canadensis
Calamagrostis purpurascens
Calamagrostis stricta
Cinna latifolia
Cynodon dactylon
Dactylis glomerata
Danthonia intermedia
Danthonia parryi
Danthonia spicata
Deschampsia cespitosa
Elymus albicans
Elymus elymoides
Elymus elymoides ssp. brevifolius
Elymus glaucus
Elymus lanceolatus
Elymus repens
Elymus scribneri
Elymus trachycaulus
Elymus trachycaulus ssp. trachycaulus
Eragrostis secundiflora ssp. oxylepis
Festuca baffinensis
Festuca brachyphylla ssp. coloradensis
Festuca dasyclada
Festuca idahoensis
Festuca minutiflora
Festuca ovina
Festuca rubra
Festuca saximontana
Festuca thurberi
Glyceria borealis
Glyceria grandis
Glyceria striata
Helictotrichon hookeri
Helictotrichon mortonianum
Hesperostipa comata
Hierochloe hirta ssp. arctica
Hordeum brachyantherum ssp. brachyantherum
Hordeum jubatum ssp. jubatum
Koeleria macrantha
Leersia oryzoides
Leucopoa kingii
Leymus ambiguus
Leymus cinereus
Leymus triticoides
Lolium arundinaceum
Lolium perenne
Lolium pratense
Melica spectabilis
Muhlenbergia filiculmis
Muhlenbergia filiformis
Muhlenbergia montana
Muhlenbergia racemosa
Muhlenbergia richardsonis
Muhlenbergia wrightii
Nassella viridula
Oryzopsis asperifolia
Pascopyrum smithii
Phalaris arundinacea
Phleum alpinum
Phleum pratense
Piptatherum exiguum
Piptatherum micranthum
Piptatherum pungens
Poa abbreviata ssp. pattersonii
Poa alpina
Poa annua
Poa arctica
Poa arida
Poa bulbosa
Poa compressa
Poa cusickii ssp. epilis
Poa cusickii ssp. pallida
Poa fendleriana
Poa glauca ssp. rupicola
Poa leptocoma
Poa lettermanii
Poa nemoralis ssp. interior
Poa nervosa
Poa palustris
Poa pratensis
Poa pratensis ssp. pratensis
Poa reflexa
Poa secunda
Poa tracyi
Poa trivialis
Poa wheeleri
Psathyrostachys juncea
Pseudoroegneria spicata
Puccinellia nuttalliana
Schizachne purpurascens
Schizachyrium scoparium
Sorghastrum nutans
Sporobolus cryptandrus
Thinopyrum intermedium
Torreyochloa pallida var. pauciflora
Trisetum spicatum
Trisetum wolfii
Triticum aestivum
Vahlodea atropurpurea
Sparganium angustifolium
Sparganium natans
Typha angustifolia
Asplenium septentrionale
Asplenium trichomanes
Pteridium aquilinum var. pubescens
Dryopteris expansa
Dryopteris filix-mas
Polystichum lonchitis
Polypodium hesperium
Polypodium saximontanum
Cheilanthes fendleri
Cryptogramma acrostichoides
Athyrium americanum
Athyrium filix-femina
Cystopteris fragilis
Cystopteris montana
Gymnocarpium disjunctum
Woodsia oregana
Woodsia scopulina
Mahonia repens
Argemone hispida
Argemone polyanthemos
Corydalis aurea
Papaver radicatum ssp. kluanense
Aconitum columbianum
Actaea rubra ssp. arguta
Anemone canadensis
Anemone cylindrica
Anemone multifida
Anemone multifida ssp. saxicola
Anemone narcissiflora
Aquilegia caerulea
Aquilegia elegantula
Aquilegia saximontana
Caltha leptosepala ssp. leptosepala
Clematis columbiana var. columbiana
Clematis hirsutissima var. hirsutissima
Clematis ligusticifolia
Clematis occidentalis var. occidentalis
Delphinium barbeyi
Delphinium nuttallianum
Delphinium ramosum
Delphinium X occidentale
Pulsatilla patens ssp. multifida
Ranunculus abortivus
Ranunculus adoneus
Ranunculus alismifolius var. montanus
Ranunculus cardiophyllus
Ranunculus cymbalaria
Ranunculus eschscholtzii
Ranunculus flammula var. filiformis
Ranunculus flammula var. reptans
Ranunculus gelidus
Ranunculus glaberrimus var. ellipticus
Ranunculus gmelinii
Ranunculus hyperboreus
Ranunculus inamoenus
Ranunculus macounii
Ranunculus pedatifidus
Ranunculus pygmaeus
Ranunculus ranunculinus
Ranunculus sceleratus var. sceleratus
Ranunculus trichophyllus
Ranunculus uncinatus
Thalictrum alpinum
Thalictrum fendleri
Thalictrum sparsiflorum
Thalictrum sparsiflorum var. saximontanum
Trollius albiflorus
Trollius laxus ssp. albiflorus
Humulus lupulus var. neomexicanus
Elaeagnus angustifolia
Shepherdia canadensis
Ceanothus fendleri
Ceanothus velutinus
Agrimonia striata
Amelanchier alnifolia
Amelanchier utahensis
Argentina anserina
Cercocarpus montanus
Crataegus succulenta
Dasiphora floribunda
Dryas octopetala ssp. hookeriana
Fragaria vesca ssp. bracteata
Fragaria virginiana ssp. glauca
Geum aleppicum
Geum macrophyllum
Geum rivale
Geum rossii
Geum triflorum var. triflorum
Holodiscus dumosus
Physocarpus monogynus
Potentilla ambigens
Potentilla arguta ssp. arguta
Potentilla diversifolia
Potentilla effusa
Potentilla fissa
Potentilla gracilis
Potentilla hippiana
Potentilla nivea
Potentilla norvegica
Potentilla ovina
Potentilla pensylvanica
Potentilla pulcherrima
Potentilla recta
Potentilla rupincola
Potentilla subjuga
Potentilla uniflora
Prunus americana
Prunus pensylvanica var. pensylvanica
Prunus virginiana var. melanocarpa
Purshia tridentata
Rosa acicularis ssp. sayi
Rosa woodsii
Rubacer parviflorus
Rubus deliciosus
Rubus idaeus ssp. strigosus
Rubus parviflorus var. parviflorus
Sibbaldia procumbens
Sorbus scopulina
Parietaria pensylvanica
Urtica dioica ssp. gracilis
Arceuthobium americanum
Arceuthobium cyanocarpum
Arceuthobium vaginatum
Rhus trilobata
Acer glabrum
Rhodiola integrifolia
Rhodiola rhodantha
Sedum lanceolatum
Ribes cereum
Ribes inerme
Ribes lacustre
Ribes laxiflorum
Ribes montigenum
Myriophyllum sibiricum
Chrysosplenium tetrandrum
Heuchera bracteata
Heuchera parvifolia
Lithophragma glabrum
Lithophragma parviflorum
Mitella pentandra
Mitella stauropetala var. stenopetala
Saxifraga bronchialis ssp. austromontana
Saxifraga caespitosa ssp. delicatula
Saxifraga cernua
Saxifraga chrysantha
Saxifraga flagellaris ssp. crandallii
Saxifraga odontoloma
Saxifraga rhomboidea
Saxifraga rivularis
Telesonix jamesii
Selaginella densa
Selaginella mutica
Selaginella underwoodii
Convolvulus arvensis
Solanum physalifolium
Solanum triflorum
Chrysosphaera
Comphenema parvulum
Corone
Epichrysis
Eutetrasporis
Komma
Symplocasturm
Woronichinia
Achnanthes austriaca var. helvetica
Andreaea heinemannii
Andreaea rupestris
Bartramia ithyphylla
Bartramia subulata
Philonotis fontana
Philonotis tomentella
Bryum algovicum
Bryum alpinum
Bryum amblyodon
Bryum argenteum
Bryum caespiticium
Bryum calobryoides
Bryum capillare
Bryum creberrimum
Bryum flaccidum
Bryum lisae
Bryum pallescens
Bryum pseudotriquetrum
Bryum subelegans
Bryum turbinatum
Bryum weigelii
Leptobryum pyriforme
Pohlia bulbifera
Pohlia camptotrachela
Pohlia cruda
Pohlia drummondii
Pohlia longicolla
Pohlia nutans
Pohlia obtusifolia
Pohlia proligera
Pohlia tundrae
Pohlia wahlenbergii
Roellia roellii
Mnium ambiguum
Mnium arizonicum
Mnium blyttii
Mnium cuspidatum
Mnium marginatum
Mnium pseudopunctatum
Mnium punctatum
Mnium thomsonii
Plagiomnium cuspidatum
Plagiomnium ellipticum
Plagiomnium medium
Rhizomnium magnifolium
Rhizomnium perssonii
Rhizomnium pseudopunctatum
Chlamydomonas angulosa
Chlamydomonas dinobryonii
Chlamydomonas globosa
Chlamydomonas haematoccoides
Chlamydomonas nivalis
Chlorogonium acus
Chloromonas
Chlorococcum humicola
Chlorococcum infusionum
Schroederia setigera
Tetraedron trigonum
Coccomyxa dispar
Coccomyxa minor
Dictyosphaerium ehrenbergianum
Dictyosphaerium elegans
Dictyosphaerium infusionum
Dictyosphaerium pulchellum
Dictyosphaerium pulchellum var. minutum
Dictyosphaerium subsolitarium
Gonium sociale
Micractinium pusillum
Gloeococcus tetrasporus
Pteromonas
Octosporiella coloradoensis
Eudorina elegans
Pandorina morum
Pandorina smithii
Pleodorina californicum
Choricystis
Choricystis minor
Keratococcus
Chlorella ellipsoidea
Chlorella vulgaris
Fusola viridis
Nephrocytium limneticum
Oocystis apiculata
Oocystis gloeocystiformis
Oocystis lacustris
Oocystis pusilla
Planktosphaeria gelatinosa
Raphidocelis microscopica
Treubaria
Chromulina elegans
Chromulina mikroplankton
Chromulina nannos
Chromulina obconica
Chrysococcus cordiromis
Kephyrion boreale
Pedinella tricostata
Pseudopedinella pyriforme
Bitrichia chodatii
Bitrichia phaseolus
Campylomonas reflexa
Cryptomonas alpina
Cryptomonas rostrata
Plagioselmis nannoplanctica
Anomoeoneis serians var. familiaris
Closterium acutum var. variabile
Closterium gracile
Actinotaenium
Cosmarium
Cosmarium depressum
Cosmarium phaseolus
Cosmarium reniforme var. apertum
Desmidium
Euastrum didelta
Euastrum elegans
Euastrum pulchellum
Hyalotheca
Micrasterias arcuata
Spondylosium planum
Staurastrum
Staurastrum dickiei var. rhomboideum
Staurodesmus convergens
Xanthidium
Gonatozygon pilosum
Anisothecium schreberianum
Campylopus schimperi
Cynodontium alpestre
Dichodontium pellucidum
Dicranella crispa
Dicranella subulata
Dicranodontium denudatum
Dicranoweisia crispula
Dicranum elongatum
Dicranum muehlenbeckii
Dicranum rhabdocarpum
Dicranum scoparium
Dicranum spadiceum
Kiaeria starkei
Oncophorus virens
Oncophorus wahlenbergii
Oreas martiana
Paraleucobryum enerve
Paraleucobryum longifolium
Ceratodon purpureus
Distichium capillaceum
Distichium inclinatum
Ditrichum flexicaule
Fissidens bryoides
Fissidens sublimbatus
Encalypta ciliata
Encalypta rhaptocarpa
Encalypta vulgaris
Fragilaria capucina var. gracilis
Synedra pmansitica
Funaria hygrometrica
Coscinodon calyptratus
Grimmia affinis
Grimmia alpestris
Grimmia anodon
Grimmia anomala
Grimmia calyptrata
Grimmia elatior
Grimmia laevigata
Grimmia mollis
Grimmia montana
Grimmia ovalis
Grimmia plagiopodia
Grimmia pulvinata
Grimmia tenerrima
Grimmia teretinervis
Grimmia torquata
Grimmia trichophylla
Racomitrium canescens
Racomitrium heterostichum
Schistidium
Schistidium agassizii
Schistidium apocarpum var. confertum
Schistidium occidentale
Schistidium tenerum
Blindia acuta
Gymnodinium lantzschii
Hedwigia ciliata
Amblystegium juratzkanum
Amblystegium serpens
Campylium polygamum
Campylium stellatum
Cratoneuron filicinum
Drepanocladus aduncus
Drepanocladus capillifolius
Drepanocladus uncinatus
Hygroamblystegium tenax
Hygrohypnum bestii
Hygrohypnum duriusculum
Hygrohypnum luridum
Hygrohypnum molle
Hygrohypnum ochraceum
Limprichtia revolvens
Meiotrichum lyallii
Sanionia uncinata
Sarmenthypnum sarmentosum
Brachythecium collinum
Brachythecium erythrorrhizon
Brachythecium nelsonii
Brachythecium oedipodium
Brachythecium oxycladon
Brachythecium rivulare
Brachythecium salebrosum
Brachythecium turgidum
Brachythecium velutinum
Cirriphyllum cirrosum
Eurhynchium pulchellum
Rhynchostegium
Rhynchostegium pulchellum
Calliergon cordifolium
Calliergon richardsonii
Calliergon stramineum
Drepanocladus exannulatus
Warnstorfia exannulata
Warnstorfia trichophylla
Climacium dendroides
Dichelyma falcatum
Dichelyma uncinatum
Fontinalis antipyretica
Fontinalis hypnoides
Fontinalis neomexicana
Helodium blandowii
Hylocomiastrum pyrenaicum
Hylocomium splendens
Pleurozium schreberi
Hypnum cupressiforme
Hypnum lindbergii
Hypnum revolutum
Hypnum vaucheri
Isopterygiopsis pulchella
Isopterygium pulchellum
Orthothecium diminutivum
Platydictya jungermannioides
Pylaisiella polyantha
Leptopterigynandrum austro-alpinum
Lescuraea incurvata
Lescuraea radicosa
Leskeella nervosa
Leskella nervosa
Pseudoleskeella sibirica
Pseudoleskeella tectorum
Neckera pennata
Plagiothecium cavifolium
Plagiothecium denticulatum
Plagiothecium laetum
Myurella julacea
Pterigynandrum filiforme
Rhytidium rugosum
Abietinella abietina
Anthelia juratzkana
Calypogeja integristipula
Calypogeja neesiana
Cephalozia bicuspidata
Cephalozia divaricata
Cephalozia hampeana
Cephalozia pleniceps
Gymnomitrion corralioides
Marsupella sphacelata
Jungermannia exsertifolia
Jungermannia lanceolata
Jungermannia leiantha
Jungermannia pumila
Jungermannia sphaerocarpa
Solenostoma cordifolium
Lepidozia reptans
Chiloscyphus fragilis
Chiloscyphus pallescens
Lophocolea minor
Plagiochila porelloides
Blepharostoma trichophyllum
Lophozia ascendens
Lophozia barbata
Lophozia collaris
Lophozia gillmanii var. ciliolata
Lophozia guttulata
Lophozia hatcheri
Lophozia heterocolpos
Lophozia incisa
Lophozia longidens
Lophozia lycopodioides
Lophozia obtusa
Lophozia opacifolia
Lophozia ventricosa
Lophozia wenzelii
Scapania curta
Scapania cuspiduligera
Scapania fulfordii
Scapania irrigua
Scapania subalpina
Scapania undulata
Tritomaria exsecta
Tritomaria exsectiformis
Tritomaria quinquedentata
Elakatothrix viridis
Asterella gracilis
Athalamia hyalina
Conocephalum conicum
Marchantia alpestris
Marchantia polymorpha
Riccia beyrichiana
Aneura pinguis
Riccardia multifida
Navicula viricula var. aveame
Nupela
Dinobryon cylinderiucm var. alpina
Dinobryon divergens var. schauinslandii
Dinobryon statospore
Ochromonas tonsurata
Mallomonas akrokomas var. parvula
Amphidium lapponicum
Orthotrichum
Orthotrichum alpestre
Orthotrichum hallii
Orthotrichum laevigatum
Orthotrichum rupestre
Pellia endiviifolia
Pellia fabbroniana
Peridinium bipes var. travecum
Peridinium inconspicua
Mnium orthorrhynchum
Pogonatum urnigerum
Polytrichastrum alpinum
Polytrichastrum lyallii
Polytrichum commune
Polytrichum juniperinum
Polytrichum longisetum
Polytrichum lyallii
Polytrichum piliferum
Polytrichum strictum
Porella cordaeana
Radula complanata
Bryoerythrophyllum recurvirostrum
Desmatodon cernuus
Desmatodon obtusifolius
Desmatodon systylius
Didymodon asperifolius
Didymodon ferrugineus
Didymodon rigidulus
Didymodon vinealis
Stegonia latifolia
Tortella arctica
Tortella fragilis
Tortella tortuosa
Tortula bartramii
Tortula latifolia
Tortula mucronifolia
Tortula norvegica
Tortula ruralis
Stichococcus
Aulacomnium androgynum
Aulacomnium palustre
Aulacomnium palustre var. imbricatum
Ankyra judai
Pediastrum tetras
Microspora
Golenkinia radiata
Eutetramorus
Gloeocystis
Crucigenia quadrata
Crucigenia tetrapedia
Crucigeniella apiculata
Crucigeniella rectangularis
Scenedesmus
Scenedesmus abundans
Scenedesmus acutus
Scenedesmus brevispina
Scenedesmus costado-granulatus
Scenedesmus econis var. bicellularis
Scenedesmus ecornis
Scenedesmus obliquus
Scenedesmus quadricauda
Scenedesmus quadricuda var. maximum
Scenedesmus serratus
Ankistrodesmus convolutus
Ankistrodesmus falcatus
Ankistrodesmus falcatus var. acicularis
Ankistrodesmus falcatus var. falcatus
Ankistrodesmus nannoselene
Kirchneriella arcuata
Kirchneriella lunaris
Monoraphidium
Monoraphidium contortum
Monoraphidium griffithii
Monoraphidium komarkovae
Monoraphidium minutum
Selenastrum capricornutum
Selenastrum minutum
Sphagnum fimbriatum
Sphagnum russowii
Sphagnum squarrosum
Meesia uliginosa
Tetraphis pellucida
Chlamydocapsa
Timmia austriaca
Timmia megapolitana
Botryococcus
Dactylococcopsis acicularis
Dactylococcopsis fasciculatus
Ulothrix subtilissima
Mesotaenium
Netrium
Mougeotia
Spirogyra
Teilingia wallichii var. anglica
Copepoda
Gammarus lacustris
Hyalella azteca
Branchinecta shantzi
Diaptomus nudus
Diaptomus shoshone
Epischura
Conchostraca
Acanthocyclops
Cryptocyclops
Cyclops bicuspidatus
Diacyclops
Diacyclops thomasi
Eucyclops agilis
Homocyclops ater
Macrocyclops
Microcyclops
Orthocyclops modestus
Paracyclops
Bosmina
Bosmina longirostris
Alonella
Chydoridae
Chydorus
Chydorus sphaericus
Daphnia ambigua
Daphnia catawba
Daphnia longispina
Daphnia longispinus
Daphnia middendorffiana
Daphnia middendorfiana
Daphnia pulex
Daphnia pulex-pulicaria
Daphnia rosea
Daphnia schodleri
Holopedium gibberum
Sida
Caecidotea
Sphaerozoma
Acroloxus coloradensis
Lymnaea
Lymnaea elodes
Physa
Physa anatina
Physa gyrina
Gyraulus parvus
Helisoma
Helisoma subcrenatum
Vitrina pellucida
Acarina
Agelenopsis utahana
Dictyna brevitarsa
Dictyna crosbyi
Dictyna volucripes
Emblyna phylax
Emblyna uintana
Zelotes fratris
Allomengea dentisetis
Erigone blaesa
Erigone hypenema
Grammonota gentilis
Pardosa mackenziana
Pardosa moesta
Pardosa ourayensis
Thanatus altimontis
Thanatus coloradensis
Pelegrina flavipes
Pelegrina proterva
Talavera minuta
Latrodectus hesperus
Steatoda hespera
Amphicercipus flocculosus
Bipersona Torticauda
Bombyliopsis abrupta
Chaetosiphon bossekiae
Chaitophorus Essigi
Coccygomimus pedalis
Dactynotus escalantii
Kakami essigi
Kakamia aquilegia
Kakamia cerei
Lycaeides melissa
Masonaphis crystleae
Masonaphis pseudomorrisoni
Physciodes pallida
Plestrichophorus decompus
Pterocomma populeum
Roepkea kachena
Chrysobothris femorata
Dicerca tenebrosa
Abacidus
Agonum placidum
Amara alpina
Amara apricaria
Amara ellipsis
Amara quenseli
Bembidion incertum
Bembidion nitidum
Bembidion rapidum
Carabus taedatus
Cicindela oregona guttifera
Cymindis borealis
Cymindis cribricollis
Harpalus lecontei
Harpalus seclusus
Nebria gyllenhali
Nebria trifaria
Notiophilus directus
Pterostichus leconteianus
Pterostichus surgens
Cosmosalia chrysocoma
Ergates spiculatus
Monochamus scutellatus
Tragosoma depsarius
Euphoria inda
Trichiotinus assimilis
Dendroctonus ponderosae
Agabus
Dytiscus alaskanus
Hydaticus modestus
Hydroporus
Hygrotus
Rhantus wallisi
Cleptelmis addenda
Heterlimnius corpulentus
Narpus concolor
Optioservus
Zaitzevia parvula
Haliplus
Helophorus
Ametor scabrosus
Lytta nuttalli
Dichelonycha backi
Heterosilpha ramosa
Nicrophorus investigator
Nicrophorus marginatus
Atherix pachypus
Agathon elegantulus
Anthrax tigrinus
Bezzia
Ceratopogonidae
Palpomyia
Ablabesmyia
Brillia
Cardiocladius
Chironomus
Cladotanytarsus
Corynoneura
Cricotopus
Diamesa
Eukiefferiella
Heterotrissocladius
Hydrobaenus
Krenosmittia
Micropsectra
Microtendipes
Nanocladius
Odontomesa
Orthocladius
Pagastia partica
Paracladopelma
Paramerina
Parametriocnemus
Paratendipes
Parorthocladius
Phaenopsectra
Polypedilum
Potthastia
Pseudodiamesa pertinax
Radotanypus submarginella
Rheocricotopus
Rheopelopia
Rheosmittia
Rheotanytarsus
Saetheria
Stempellinella
Sublettea coffmani
Synorthocladius
Tanytarsus
Tendipedidae
Thienemanniella
Tribelos
Tvetenia
Zavrelimyia
Aedes cataphylla
Aedes cinereus
Aedes communis
Aedes excrucians
Aedes fitchii
Aedes hexodontus
Aedes impiger
Aedes implicatus
Aedes increpitus
Aedes pionips
Aedes pullatus
Aedes punctor
Deuterophlebia coloradensis
Dixa
Dolichopodidae
Chelifera
Clinocera
Ephydra
Pericoma
Ptychoptera
Scathophaga stercoraria
Prosimulium onychodactylum
Prosimulium travisi
Simulium arcticum
Simulium aureum
Simulium decorum
Simulium hunteri
Simulium piperi
Simulium tuberosum
Simulium virgatum
Simulium vittatum
Stegopterna mutata
Eristalis tenax
Adejeania vexatrix
Bombyliopsis
Antocha
Dicranota
Hexatoma
Limnophila
Limonia
Pedicia
Rhabdomastix
Ameletus velox
Acentrella insignificans
Acentrella turbida
Acerpenna pygmaea
Baetis bicaudatus
Baetis flavistriga
Baetis tricaudatus
Callibaetis ferrugineus hageni
Callibaetis pallidus
Centroptilum bifurcatum
Diphetor hageni
Fallceon quilleri
Attenella margarita
Drunella coloradensis
Drunella doddsi
Drunella grandis
Ephemerella apopsis
Ephemerella excrucians
Ephemerella infrequens
Ephemerella tibialis
Serratella micheneri
Serratella tibialis
Timpanoga hecuba
Cinygmula mimus
Cinygmula par
Cinygmula ramaleyi
Ecdyonurus criddlei
Ecdyonurus simplicioides
Epeorus albertae
Epeorus deceptivus
Epeorus grandis
Epeorus longimanus
Heptagenia elegantula
Nixe criddlei
Nixe simplicioides
Rhithrogena hageni
Rhithrogena robusta
Tricorythodes explicatus
Tricorythodes minutus
Paraleptophlebia debilis
Paraleptophlebia heteronea
Paraleptophlebia memorialis
Siphlonurus occidentalis
Acyrthosiphon caraganae
Acyrthosiphon lactucae
Acyrthosiphon pisum
Amphorophora geranii
Aphis asclepiadis
Aphis craccivora
Aphis fabae
Aphis fraserae
Aphis gossypii
Aphis helianthi
Aphis Heraclella
Aphis lugentis
Aphis lupini
Aphis neomexicana
Aphis oenotherae
Aphis pentstemonicola
Aphis varians
Asiphonaphis pruni
Atarsos grindeliae
Bipersona ochrocentri
Brachycaudus cardui
Brachycaudus helichrysi
Braggia eriogoni
Cavariella digitata
Cavariella konoi
Cavariella pastinacae
Chaetosiphon fragaefolii
Chaetosiphon tetrarhoda
Chaitophorus nigrae
Chaitophorus populicola
Chaitophorus populifolii
Chaitophorus saliciniger
Chaitophorus viminalis
Cinara sibericae
Euceraphis gillettei
Forda formicaria
Forda marginata
Hayhurstia atriplicis
Hyadaphis foeniculi
Illinoia morrisoni
Lipaphis erysimi
Macrosiphum aethocornum
Macrosiphum albifrons
Macrosiphum californicum
Macrosiphum cockerelli
Macrosiphum coweni
Macrosiphum euphorbiae
Macrosiphum geranii
Macrosiphum goldameryae
Macrosiphum thermopsaphis
Macrosiphum valeriane
Myzus persicae
Nasonovia houghtonensis cerei
Nasonovia loughtonenses russellae
Nasonovia loughtonensis cerei
Nearctaphis bakeri
Nearctaphis kachena
Obtusicauda coweni
Periphyllus brevispinosus
Phorodon humuli
Pleotrichophorus gnaphalodes
Pleotrichophorus pycnorhysus
Pterocomma bicolor
Pterocomma populifoliae
