Alces alces
Minuartia yukonensis
Moehringia lateriflora
Sagina nivalis
Sagina saginoides
Silene acaulis
Silene involucrata ssp. elatior
Silene involucrata ssp. involucrata
Silene macrosperma
Silene menziesii
Silene repens
Silene tayloriae
Silene uralensis ssp. uralensis
Silene williamsii
Stellaria alaskana
Stellaria borealis
Stellaria borealis ssp. borealis
Stellaria borealis ssp. sitchana
Stellaria calycantha
Stellaria crassifolia
Stellaria dicranoides
Stellaria longifolia
Stellaria longipes
Stellaria umbellata
Wilhelmsia physodes
Drosera anglica
Drosera rotundifolia
Claytonia eschscholtzii
Claytonia sarmentosa
Claytonia scammaniana
Claytonia tuberosa
Montia fontana
Koenigia islandica
Oxyria digyna
Polygonum alaskanum
Polygonum amphibium
Polygonum arenastrum
Polygonum aviculare
Polygonum bistorta ssp. plumosum
Polygonum caurianum
Polygonum lapathifolium
Polygonum pensylvanicum ssp. oneillii
Polygonum viviparum
Rumex acetosa ssp. alpestris
Rumex arcticus
Rumex longifolius
Rumex maritimus
Parnassia kotzebuei
Parnassia palustris
Ceratophyllum demersum
Cornus canadensis
Cornus canadensis X suecica
Cornus stolonifera
Cornus suecica
Cornus unalaschkensis
Adoxa moschatellina
Sambucus racemosa
Viburnum edule
Linnaea borealis
Valeriana capitata
Equisetum arvense
Equisetum fluviatile
Equisetum palustre
Equisetum pratense
Equisetum scirpoides
Equisetum sylvaticum
Equisetum variegatum
Impatiens noli-tangere
Diapensia lapponica var. obovata
Andromeda polifolia
Arctostaphylos alpina
Arctostaphylos rubra
Arctostaphylos uva-ursi
Cassiope lycopodioides
Cassiope tetragona
Chamaedaphne calyculata
Empetrum nigrum
Empetrum nigrum ssp. hermaphroditum
Empetrum nigrum ssp. nigrum
Harrimanella stelleriana
Ledum palustre
Ledum palustre ssp. decumbens
Ledum palustre ssp. groenlandicum
Loiseleuria procumbens
Menziesia ferruginea
Moneses uniflora
Orthilia secunda
Oxycoccus microcarpos
Phyllodoce aleutica
Phyllodoce caerulea
Phyllodoce glanduliflora
Pyrola asarifolia
Pyrola chlorantha
Pyrola grandiflora
Pyrola minor
Rhododendron camtschaticum ssp. camtschaticum
Rhododendron lapponicum
Vaccinium alaskaense
Vaccinium caespitosum
Vaccinium ovalifolium
Vaccinium uliginosum
Vaccinium vitis-idaea ssp. minus
Phlox richardsonii ssp. richardsonii
Polemonium acutiflorum
Polemonium boreale
Polemonium boreale ssp. macranthum
Polemonium pulcherrimum
Androsace chamaejasme
Androsace septentrionalis
Dodecatheon frigidum
Dodecatheon pulchellum
Douglasia alaskana
Douglasia gormanii
Lysimachia thyrsiflora
Primula cuneifolia ssp. saxifragifolia
Primula egaliksensis
Primula eximia
Primula mistassinica
Trientalis europaea ssp. arctica
Astragalus alpinus
Astragalus australis
Astragalus bodinii
Astragalus eucosmus
Astragalus laxmannii
Astragalus nutzotinensis
Astragalus polaris
Astragalus robbinsii
Astragalus umbellatus
Astragalus williamsii
Hedysarum alpinum
Hedysarum boreale ssp. mackenziei
Lupinus arcticus
Lupinus nootkatensis
Lupinus polyphyllus
Melilotus officinalis
Oxytropis borealis var. borealis
Oxytropis borealis var. viscida
Oxytropis campestris
Oxytropis deflexa
Oxytropis huddelsonii
Oxytropis maydelliana
Oxytropis mertensiana
Oxytropis nigrescens
Oxytropis scammaniana
Trifolium hybridum
Trifolium pratense
Trifolium repens
Vicia americana
Vicia cracca
Alnus incana ssp. tenuifolia
Alnus viridis ssp. fruticosa
Alnus viridis ssp. sinuata
Betula glandulosa
Betula nana
Betula neoalaskana
Betula occidentalis
Betula papyrifera
Betula papyrifera var. kenaica
Myrica gale
Gentiana algida
Gentiana douglasiana
Gentiana glauca
Gentiana prostrata
Gentianella amarella ssp. acuta
Gentianella propinqua ssp. propinqua
Gentianella tenella
Gentianopsis detonsa ssp. yukonensis
Lomatogonium rotatum
Swertia perennis
Galium boreale
Galium brandegeei
Galium trifidum
Galium triflorum
Geranium erianthum
Isoetes echinospora
Isoetes maritima
Scutellaria galericulata
Pinguicula villosa
Pinguicula vulgaris
Utricularia intermedia
Utricularia macrorhiza
Utricularia minor
Boschniakia rossica
Castilleja elegans
Castilleja pallida
Euphrasia mollis
Euphrasia subarctica
Pedicularis capitata
Pedicularis interior
Pedicularis labradorica
Pedicularis lanata
Pedicularis langsdorfii
Pedicularis macrodonta
Pedicularis oederi
Pedicularis pacifica
Pedicularis sudetica
Pedicularis verticillata
Rhinanthus minor
Mimulus guttatus
Callitriche hermaphroditica
Callitriche palustris
Hippuris montana
Hippuris vulgaris
Lagotis glauca
Lagotis glauca ssp. minor
Linaria vulgaris
Plantago canescens
Plantago major
Synthyris borealis
Veronica americana
Veronica scutellata
Veronica serpyllifolia
Veronica wormskjoldii
Fritillaria camschatcensis
Lloydia serotina
Streptopus amplexifolius
Veratrum viride
Zigadenus elegans
Diphasiastrum alpinum
Diphasiastrum complanatum
Diphasiastrum sitchense
Huperzia selago
Lycopodium annotinum
Lycopodium clavatum
Lycopodium dendroideum
Lycopodium lagopus
Linum lewisii
Populus balsamifera ssp. balsamifera
Populus balsamifera ssp. trichocarpa
Populus tremuloides
Salix alaxensis
Salix alaxensis var. longistylis
Salix arbusculoides
Salix arctica
Salix barclayi
Salix barrattiana
Salix bebbiana
Salix brachycarpa
Salix candida
Salix commutata
Salix fuscescens
Salix glauca
Salix hastata
Salix interior
Salix lucida ssp. lasiandra
Salix myrtillifolia
Salix niphoclada
Salix phlebophylla
Salix polaris
Salix pseudomonticola
Salix pseudomyrsinites
Salix pulchra
Salix reticulata
Salix richardsonii
Salix rotundifolia
Salix rotundifolia ssp. dodgeana
Salix rotundifolia ssp. rotundifolia
Salix scouleriana
Salix setchelliana
Salix sitchensis
Salix stolonifera
Viola adunca
Viola biflora
Viola epipsila ssp. repens
Viola glabella
Viola langsdorfii
Viola selkirkii
Chamerion angustifolium
Chamerion latifolium
Circaea alpina
Epilobium anagallidifolium
Epilobium arcticum
Epilobium ciliatum ssp. ciliatum
Epilobium davuricum
Epilobium hornemannii ssp. hornemannii
Epilobium lactiflorum
Epilobium leptocarpum
Epilobium luteum
Epilobium palustre
Nuphar lutea ssp. polysepala
Nymphaea tetragona
Botrychium ascendens
Botrychium lanceolatum
Botrychium lunaria
Botrychium minganense
Botrychium pinnatum
Botrychium virginianum
Juniperus communis
Larix laricina
Picea glauca
Picea mariana
Carex adelostoma
Carex albonigra
Carex anthoxanthea
Carex aquatilis
Carex arcta
Carex atherodes
Carex atrofusca
Carex atrosquama
Carex aurea
Carex bicolor
Carex bigelowii
Carex bonanzensis
Carex brunnescens
Carex buxbaumii
Carex canescens ssp. canescens
Carex capillaris
Carex capitata ssp. capitata
Carex chordorrhiza
Carex concinna
Carex crawfordii
Carex deflexa
Carex diandra
Carex disperma
Carex eburnea
Carex echinata
Carex echinata ssp. echinata
Carex echinata ssp. phyllomanica
Carex eleusinoides
Carex foenea var. foenea
Carex garberi
Carex glacialis
Carex gynocrates
Carex incurviformis
Carex interior
Carex krausei
Carex lachenalii
Carex laeviculmis
Carex lapponica
Carex lasiocarpa var. americana
Carex lenticularis var. dolia
Carex lenticularis var. lipocarpa
Carex leptalea ssp. leptalea
Carex limosa
Carex livida
Carex loliacea
Carex lugens
Carex lyngbyei
Carex macloviana
Carex macrochaeta
Carex magellanica ssp. irrigua
Carex media
Carex membranacea
Carex mertensii
Carex microchaeta ssp. microchaeta
Carex microchaeta ssp. nesophila
Carex microglochin
Carex micropoda
Carex misandra
Carex nardina
Carex nigricans
Carex obtusata
Carex pachystachya
Carex parryana
Carex pauciflora
Carex petricosa
Carex phaeocephala
Carex pluriflora
Carex podocarpa
Carex praticola
Carex rariflora
Carex rostrata
Carex rotundata
Carex rupestris
Carex saxatilis
Carex scirpoidea
Carex spectabilis
Carex stylosa
Carex supina var. spaniocarpa
Carex tenuiflora
Carex utriculata
Carex vaginata
Carex viridula ssp. viridula
Carex williamsii
Eleocharis acicularis
Eleocharis palustris
Eleocharis quinqueflora
Eriophorum angustifolium
Eriophorum brachyantherum
Eriophorum callitrix
Eriophorum chamissonis
Eriophorum gracile
Eriophorum scheuchzeri
Eriophorum vaginatum
Eriophorum viridicarinatum
Kobresia myosuroides
Kobresia sibirica
Kobresia simpliciuscula
Schoenoplectus tabernaemontani
Scirpus microcarpus
Trichophorum alpinum
Trichophorum caespitosum
Juncus alpinoarticulatus
Juncus arcticus
Juncus balticus
Juncus biglumis
Juncus bufonius
Juncus castaneus
Juncus drummondii
Juncus filiformis
Juncus mertensianus
Juncus stygius ssp. americanus
Juncus supiniformis
Juncus triglumis ssp. albescens
Luzula arctica
Luzula arcuata
Luzula arcuata ssp. arcuata
Luzula arcuata ssp. unalaschcensis
Luzula confusa
Luzula kjellmaniana
Luzula multiflora
Luzula parviflora
Luzula piperi
Luzula rufescens
Luzula spicata
Luzula wahlenbergii
Agrostis alaskana
Agrostis clavata
Agrostis exarata
Agrostis mertensii
Agrostis scabra
Agrostis scabra var. geminata
Agrostis scabra var. scabra
Agrostis thurberiana
Alopecurus aequalis
Alopecurus alpinus
Arctagrostis latifolia
Arctophila fulva
Beckmannia syzigachne
Bromopsis pumpelliana
Bromus ciliatus
Bromus inermis
Calamagrostis canadensis
Calamagrostis lapponica
Calamagrostis purpurascens
Calamagrostis stricta ssp. inexpansa
Calamagrostis stricta ssp. stricta
Cinna latifolia
Danthonia intermedia
Deschampsia beringensis
Deschampsia brevifolia
Deschampsia caespitosa
Elymus alaskanus
Elymus alaskanus ssp. latiglumis
Elymus macrourus
Elymus repens
Elymus trachycaulus
Elymus trachycaulus ssp. andinus
Elymus trachycaulus ssp. novae-angliae
Elymus trachycaulus ssp. trachycaulus
Elymus trachycaulus ssp. violaceus
Festuca altaica
Festuca baffinensis
Festuca brachyphylla ssp. brachyphylla
Festuca brevissima
Festuca lenensis
Festuca richardsonii
Festuca rubra
Festuca viviparoidea
Glyceria borealis
Glyceria grandis
Glyceria pulchella
Glyceria striata ssp. stricta
Hierochloe alpina
Hierochloe odorata
Hordeum jubatum
Leymus innovatus
Phippsia algida
Phleum alpinum
Poa alpina
Poa arctica
Poa arctica ssp. arctica
Poa arctica ssp. lanata
Poa compressa
Poa glauca
Poa macrocalyx
Poa nemoralis
Poa palustris
Poa paucispicula
Poa pratensis
Poa pratensis ssp. alpigena
Poa pratensis ssp. pratensis
Poa pseudoabbreviata
Podagrostis aequivalvis
Puccinellia wrightii
Trisetum spicatum
Vahlodea atropurpurea
Sparganium angustifolium
Sparganium hyperboreum
Sparganium natans
Typha latifolia
Dryopteris expansa
Dryopteris fragrans
Polystichum braunii
Polystichum lonchitis
Matteuccia struthiopteris
Polypodium sibiricum
Cryptogramma acrostichoides
Cryptogramma sitchensis
Cryptogramma stelleri
Phegopteris connectilis
Athyrium americanum
Athyrium filix-femina ssp. cyclosorum
Cystopteris fragilis
Cystopteris montana
Gymnocarpium dryopteris
Gymnocarpium jessoense ssp. parvulum
Woodsia alpina
Woodsia glabella
Woodsia ilvensis
Corydalis aurea
Corydalis pauciflora
Corydalis sempervirens
Papaver alboroseum
Papaver lapponicum
Papaver macounii ssp. discolor
Papaver mcconnellii
Papaver nudicaule ssp. americanum
Papaver radicatum
Aconitum delphiniifolium
Actaea rubra
Anemone drummondii
Anemone multiceps
Anemone multifida
Anemone narcissiflora
Anemone parviflora
Anemone richardsonii
Caltha leptosepala
Caltha natans
Caltha palustris
Coptis trifolia
Delphinium brachycentrum
Delphinium glaucum
Pulsatilla patens
Ranunculus cymbalaria
Ranunculus eschscholtzii
Ranunculus gelidus ssp. grayi
Ranunculus gmelinii
Ranunculus hyperboreus
Ranunculus lapponicus
Ranunculus macounii
Ranunculus nivalis
Ranunculus occidentalis
Ranunculus pedatifidus var. affinis
Ranunculus pensylvanicus
Ranunculus pygmaeus
Ranunculus reptans
Ranunculus sceleratus
Ranunculus sulphureus
Ranunculus trichophyllus
Thalictrum alpinum
Thalictrum sparsiflorum
Elaeagnus commutata
Shepherdia canadensis
Acomastylis rossii
Amelanchier alnifolia
Comarum palustre
Dasiphora floribunda
Dryas alaskensis
Dryas drummondii
Dryas integrifolia
Dryas integrifolia ssp. integrifolia
Dryas integrifolia ssp. sylvatica
Dryas octopetala
Dryas octopetala ssp. octopetala
Fragaria virginiana
Geum glaciale
Geum macrophyllum
Geum macrophyllum var. macrophyllum
Geum macrophyllum var. perincisum
Luetkea pectinata
Potentilla biflora
Potentilla diversifolia
Potentilla hookeriana
Potentilla hyparctica
Potentilla multifida
Potentilla nivea
Potentilla norvegica ssp. monspeliensis
Potentilla pensylvanica
Potentilla uniflora
Potentilla villosa
Potentilla virgulata
Rosa acicularis
Rubus arcticus
Rubus chamaemorus
Rubus idaeus
Rubus pedatus
Rubus spectabilis
Sanguisorba canadensis
Sanguisorba menziesii
Sanguisorba officinalis
Sibbaldia procumbens
Sorbus scopulina
Spiraea stevenii
Urtica dioica
Geocaulon lividum
Rhodiola integrifolia
Ribes glandulosum
Ribes hudsonianum var. hudsonianum
Ribes lacustre
Ribes laxiflorum
Ribes triste
Myriophyllum sibiricum
Myriophyllum verticillatum
Boykinia richardsonii
Chrysosplenium tetrandrum
Chrysosplenium wrightii
Heuchera glabra
Leptarrhena pyrolifolia
Mitella pentandra
Saxifraga adscendens ssp. oregonensis
Saxifraga bronchialis
Saxifraga caespitosa
Saxifraga calycina
Saxifraga cernua
Saxifraga eschscholtzii
Saxifraga flagellaris
Saxifraga foliolosa
Saxifraga hieracifolia
Saxifraga hirculus
Saxifraga lyallii ssp. hultenii
Saxifraga nelsoniana
Saxifraga nelsoniana ssp. nelsoniana
Saxifraga nelsoniana ssp. porsildiana
Saxifraga nivalis
Saxifraga oppositifolia
Saxifraga reflexa
Saxifraga rivularis
Saxifraga rufopilosa
Saxifraga serpyllifolia
Saxifraga spicata
Saxifraga tenuis
Saxifraga tricuspidata
Selaginella selaginoides
Selaginella sibirica
Grimmia apocarpa gracilis conferta
Grimmia apocarpa var. alpicola
Marsupella aquatica forma
Bartramia ithyphylla
Conostomum boreale
Philonotis tomentella
Bryum archangelicum
Bryum arcticum
Bryum argenteum
Bryum caespiticium
Bryum creberrimum
Bryum elegans
Bryum inclinatum
Bryum pallens
Bryum pallescens
Bryum pseudotriquestriquetrum
Bryum turbinatum
Leptobryum pyriforme
Pohlia columbica
Pohlia nutans
Pohlia wahlenbergii
Catoscopium nigritum
Cinclidium stygium
Cinclidium subrotundum
Mnium affine
Mnium bymenophyllum
Mnium cuspidatum
Mnium pseudopunctatum
Mnium punctatum
Mnium rugicum
Mnium thomsii
Aongstroemia longipes
Cynodontium strumiferum
Cynodontium tenellum
Dicranella cerviculata
Dicranella crispa
Dicranella subulata
Dicranella varia
Dicranoweisia crispula
Dicranum acutifolium
Dicranum arcticum
Dicranum bergeri
Dicranum elongatum
Dicranum fuscescens
Dicranum groenlandicum
Dicranum laevidens
Dicranum majus
Dicranum muehlenbeckii
Dicranum scoparium
Onocophorus tenellus
Onocophorus virens
Ceratodon purpureus
Distichium capillaceum
Distichium inclinatum
Distichum capillaceum
Distichum flexicaule
Ditrichum flexicaule
Fissidens adiantoides
Fissidens osmundioides
Bryibrittonia longipes
Grimmia affinis
Grimmia alpicola
Grimmia apocarpa
Grimmia ovalis
Grimmia tenuicaulis
Rhacomitrium canescens
Rhacomitrium canescens ericoides
Rhacomitrium canescens var. ericoides
Rhacomitrium lanuginosum
Amblystegium juratzkanum
Calliergon sarmentosum
Campylium polygamum
Campylium stellatum
Campylium stellatum var. subfalcatum
Cratoneuron falcatum
Cratoneuron filicinum
Drepanocladus aduncus
Drepanocladus aduncus var. polycarpus
Drepanocladus revolvens
Drepanocladus uncinatus
Hygrohypnum cochlearifolium
Hygrohypnum luridum
Hygrohypnum norvegicum
Hygrohypnum ochraeceum
Leptodictyum trichopodium
Brachythecium albicans
Brachythecium glareosum
Brachythecium salebrosum
Cirriphyllum cirrosum
Tomenthypnum nitens
Calliergon armentosum
Calliergon giganteum
Calliergon stramineum
Drepanocladus badius
Drepanocladus exannulatus
Drepanocladus fluitans
Drepanocladus tundrae
Drepanocladus vernicosus
Climacium dendroides
Entodon erthocarpus
Calliergonella schreberi
Hylocomium splendens
Hylocomium splendens alaskanum
Pleurozium schreberi
Rhytidiadelphus triquestrus
Rhytidiadelphus triquetrus
Amblystegiella serpens
Amblystegiella sprucei
Hypnum callichroum
Hypnum crista-castrensis
Hypnum cupressiforme
Hypnum lindbergii var. elatum
Plagiothecium pulchellum
Ptilium crista-castrensis
Gollinia densepinnata
Rhytidium rugosum
Thuidium abietinum
Anthelia julacea
Cephalozia ambigua
Cephaloziella subjentata
Blepharostoma trichophyllum
Leiocolea rutheana
Scapania paludicola
Temnoma setiforme
Marchantia polymorpha
Orthotrichum speciosum
Oligotrichum hercynicum
Pogonatum capillare
Pogonatum urnigerum
Polytrichum commune
Polytrichum juniperinum
Polytrichum piliferum
Polytrichum strictum
Progonatum dentatum
Aloina brevirostris
Barbula convoluta
Bryoerythrophyllum recurvirostrum
Ptilidium pulcherrimum
Aulacomniaceae accumitiatum
Aulacomniaceae palustre imbricatum
Aulacomniaceae turgidum
Aulacomnium palustre
Aulacomnium turgidum
Sphagnum capillaceum
Sphagnum fimbriatum
Sphagnum fuscum
Sphagnum girgensohnii
Sphagnum lindbergii
Sphagnum teres
Meesia triquetra
Meesia uliginosa
Paludella squarrosa
Tayloria lingulata
Tetraplodon angustatus
Tetraplodon mniodes
Tetraplodon mnioides
Tetraplodon paradoxus
Tetraplodon urceolatus
Timmia austriaca
Parnuassius eversmanni
Parnuassius phoebus
Olophrum boreale
Olophrum rotundicolle
Oedemagena tarandi
Chrysops
Tabanu
Tabanus
Limoniinae
Tipulidae
Xylophagus
Bombus
Bombus balteaus
Bombus frigidus
Bombus moderatus
Bombus strennus
Bombus sylvicola
Vespula
Carterocephalus palaemon
Everes amyntula
Plebejus argurognomon alaskensis
Plebejus icarioides
Plebejus optilete
Bolaria chariclea
Bolaria chariclea butleri
Bolaria eunomia trielris denali
Bolaria freija freija
Bolaria freija tarquinius
Bolaria napaea
Coenonympha kodiak
Coenonympha kodiak kodiak
Erebia
Erebia discoidalis
Erebia fasciata
Erebia rossi
Erebia theano
Erebia theano alaskensis
Erebia youngi rileyi
Oeneis
Oeneis bore
Oeneis jutta
Oeneis melissa
Oeneis taygete
Papilio glaucas
Papilio machaon
Papilio machaon aliaska
Colias nastes
Colias palreno
Colias palreno chippewa
Pieris napi
Choristoneura conflictana
Haemopis grandis
Ligula
Glossiphonia complanata
Cladonia
Cladonia maxima
Cladonia pyxadata
Cladonia rangiferina
Bryoria
Cetraria crispa
Cetraria cucullata
Cetraria nivalis
Cetraria pinastri
Cetraria richardsonii
Cetraria tilesii
Dactylina arctica
Hypogymnia bitteri
Hypogymnia physodes
Masonhalea richardsonii
Sphaerophorus fragilis
Pilophoron aciculare
Stereocaulon
Stereocaulon tomentosum
Lobaria
Lobaria linita
Nephroma arcticum
Peltigera aphthosa
Peltigera aphthosa var. apthosa
Peltigera malacea
Thamnolia
Thamnolia sobuliformis
Morcuella
Omphalodiscus virginis
Perognathus formosus formosus
Perognathus formosus mohavensis
Perognathus penicillatus stephensi
Pitymys nemoralis
Aplodontoids
Agriochoerus
Leptomeryx blacki
Poabromylus robustus
Adenota kob thamosi
Bos taurus
Capra hircus
Connochaetes taurinus
Ovis
Ovis canadensis
Poebrothrium
Cervus elaphus
Dama
Odocoileus hemionus
Odocoileus hemionus hemionus
Odocoileus virginianus
Canis
Canis latrans
Urocyon
Urocyon cinereoargenteus
Vulpes
Vulpes fulva
Vulpes macrotis
Vulpes macrotis arsipus
Vulpes velox
Lynx rufus
Lynx rufus baileyi
Puma concolor
Mephitis
Mephitis macroura
Spilogale
Spilogale gracilis
Spilogale putorius
Gulo gulo luteus
Mustela
Mustela nigripes
Taxidea taxus
Taxidea taxus berlandieri
Bassariscus astutus
Nasua narica
Procyon lotor
Eumops
Eumops perotis
Nyctinomops macrotis
Tadarida
Tadarida brasiliensis
Macrotus californicus
Antrozous
Antrozous pallidus
Corynorhinus
Corynorhinus townsendii
Eptesicus fuscus
Euderma maculatum
Idionycteris phyllotis
Lasionycteris
Lasionycteris noctivagans
Lasiurus blossevillii
Lasiurus cinereus
Myotis californicus
Myotis ciliolabrum
Myotis evotis
Myotis lucifugus
Myotis thysanodes
Myotis volans
Myotis yumanensis
Myotis yumanensis yumanensis
Pipistrellus
Pipistrellus hesperus
Didelphis virginiana
Brachylagus idahoensis
Lepus californicus
Lepus californicus deserticola
Sylvilagus
Sylvilagus audubonii
Sylvilagus audubonii arizonae
Sylvilagus audubonii rufipes
Sylvilagus nuttallii
Sylvilagus nuttallii grangeri
Bronotops robustus
Brontotherium platyceras
Protitanops curryi
Equus asinus
Equus burchellii
Equus caballus
Mesohippus
Eotigonias mortivallis
Colodon
Homo
Homo sapiens
Homo sapiens americanus
Microtus
Microtus californicus
Microtus californicus vallicola
Microtus montanus nevadensis
Neotoma
Neotoma albigula
Neotoma cinerea
Neotoma floridana
Neotoma fuscipes
Neotoma fuscipes macrotis
Neotoma lepida
Neotoma lepida lepida
Neotoma micropus
Ondatra zibethicus
Onychomys
Onychomys leucogaster
Onychomys torridus
Onychomys torridus longicaudus
Oryzomys
Peromyscus
Peromyscus boylii
Peromyscus crinitus
Peromyscus crinitus stephensi
Peromyscus eremicus
Peromyscus eremicus eremicus
Peromyscus gossypinus
Peromyscus leucopus
Peromyscus longicaudus
Peromyscus maniculatus
Peromyscus maniculatus sonoriensis
Peromyscus truei
Peromyscus truei truei
Reithrodontomys
Reithrodontomys megalotis
Reithrodontomys megalotis megalotis
Sigmodon
Zapus princeps
Erethizon dorsatum
Erethizon epixanthum
Thomomys
Thomomys bottae
Thomomys bottae melanotus
Thomomys bottae oreoecus
Thomomys umbrinus
Thomomys umbrinus oreocus
Thomomys umbrinus scapterus
Chaetodipus
Chaetodipus baileyi
Chaetodipus californicus
Chaetodipus fallax
Chaetodipus formosus
Chaetodipus formosus mohavensis
Chaetodipus penicillatus
Chaetodipus penicillatus stephensi
Dipodomys
Dipodomys agilis
Dipodomys deserti
Dipodomys deserti deserti
Dipodomys merriami
Dipodomys merriami merriami
Dipodomys microps
Dipodomys microps occidentalis
Dipodomys ordii
Dipodomys panamintinus
Dipodomys panamintinus argusensis
Dipodomys panamintinus caudatus
Dipodomys panamintinus panamintinus
Liomys pictus
Microdipodops
Microdipodops pallidus
Perognathus
Perognathus flavus
Perognathus hispidus
Perognathus inornatus
Perognathus longimembris
Perognathus nelsoni
Perognathus parvus
Perognathus parvus olivaceus
Perognathus permix
Perognathus stephensi
Mus
Mus musculus
Rattus
Rattus norvegicus
Rattus rattus
Paramyinae
Ammospermophilus
Ammospermophilus leucurus
Callospermophilus lateralis
Citellus
Citellus beecheyi
Citellus tereticaudus
Citellus tereticaudus eremonomus
Eutamias
Eutamias minimus
Marmota
Neotamias panamintinus
Sciurus
Spermophilus
Spermophilus beecheyi
Spermophilus lateralis
Spermophilus mohavensis
Spermophilus tereticaudus
Spermophilus tereticaudus tereticaudus
Tamias
Tamias panamintinus
Tamias striatus
Tamias umbrinus
Blarina brevicauda
Cryptotis pergracilis
Notiosorex
Notiosorex crawfordi
Notiosorex crawfordi crawfordi
Sorex cinereus
Sorex ornatus
Sorex tenellus
Scalopus aquaticus
Scapanus latimanus
Dendroica aestiva
Parus inornatus griseus
Setophaga occidentalis
Accipiter
Accipiter cooperii
Accipiter striatus
Aquila chrysaetos
Buteo albonotatus
Buteo jamaicensis
Buteo lagopus
Buteo lineatus
Buteo lineatus elegans
Buteo platypterus
Buteo regalis
Buteo swainsoni
Circus cyaneus
Elanus leucurus
Haliaeetus leucocephalus
Ictinia mississippiensis
Parabuteo unicinctus
Cathartes aura
Coragyps atratus
Gymnogyps californianus
Pseudogryphus californianus
Pandion haliaetus
Aix sponsa
Anas
Anas acuta
Anas americana
Anas clypeata
Anas crecca
Anas cyanoptera
Anas discors
Anas penelope
Anas platyrhynchos
Anas querquedula
Anas strepera
Anser albifrons
Aythya
Aythya affinis
Aythya americana
Aythya collaris
Aythya marila
Aythya valisineria
Branta canadensis
Branta canadensis occidentalis
Branta hutchinsii
Bucephala albeola
Bucephala clangula
Bucephala islandica
Chen caerulescens
Chen rossii
Clangula hyemalis
Cygnus buccinator
Cygnus columbianus
Dendrocygna bicolor
Histrionicus histrionicus
Lophodytes cucullatus
Melanitta americana
Melanitta fusca
Melanitta perspicillata
Mergus merganser
Mergus serrator
Oidemia americana
Oxyura jamaicensis
Selasphorus calliope
Aeronautes saxatalis
Chaetura pelagica
Chaetura vauxi
Cypseloides niger
Nephoecetes niger
Archilochus alexandri
Archilochus colubris
Calypte anna
Calypte costae
Selasphorus
Selasphorus platycercus
Selasphorus rufus
Selasphorus sasin
Chordeiles
Chordeiles acutipennis
Chordeiles minor
Phalaenoptilus nuttallii
Phalaenoptilus nuttallii californicus
Calidris subruficollis
Uria troile californica
Charadrius alexandrinus
Charadrius montanus
Charadrius nivosus
Charadrius semipalmatus
Charadrius vociferus
Pluvialis squatarola
Chlidonias niger
Hydroprogne caspia
Larus
Larus argentatus
Larus californicus
Larus delawarensis
Larus glaucescens
Larus heermanni
Larus philadelphia
Larus thayeri
Leucophaeus pipixcan
Sterna forsteri
Sterna hirundo
Sterna maxima
Sternula antillarum
Xema sabini
Himantopus mexicanus
Recurvirostra americana
Actitis macularius
Arenaria interpres
Bartramia longicauda
Calidris
Calidris alba
Calidris alpina
Calidris bairdii
Calidris canutus
Calidris himantopus
Calidris mauri
Calidris melanotos
Calidris minutilla
Calidris pusilla
Gallinago delicata
Heteroscelus incanus
Limnodromus
Limnodromus griseus
Limnodromus scolopaceus
Limosa fedoa
Numenius americanus
Numenius hudsonicus
Numenius longirostris
Numenius phaeopus
Phalaropus fulicaria
Phalaropus lobatus
Phalaropus tricolor
Symphemia semipalmata inornata
Tringa flavipes
Tringa melanoleuca
Tringa semipalmata
Tringa solitaria
Mycteria americana
Columba fasciata
Columba livia
Columbina inca
Columbina passerina
Columbina talpacoti
Streptopelia chinensis
Streptopelia decaocto
Streptopelia orientalis
Streptopelia risoria
Streptopelia roseogrisea
Zenaida asiatica
Zenaida macroura
Megaceryle alcyon
Coccyzus americanus
Crotophaga sulcirostris
Geococcyx californianus
Falco columbarius
Falco columbarius richardsonii
Falco mexicanus
Falco peregrinus
Falco rusticolus
Falco sparverius
Callipepla californica
Callipepla gambelii
Oreortyx pictus
Oreortyx pictus plumifer
Alectoris chukar
Centrocercus urophasianus
Dendragapus fuliginosus
Dendragapus obscurus fuliginosus
Gavia immer
Gavia pacifica
Gavia stellata
Urinator imber
Urinator lumme
Urinator pacificus
Grus canadensis
Fulica
Fulica americana
Gallinula chloropus
Laterallus jamaicensis
Porphyrio martinicus
Porzana carolina
Rallus limicola
Haemorhous mexicanus
Haemorhous purpureus
Rhynchophanes mccownii
Psaltriparus minimus
Psaltriparus minimus californicus
Eremophila alpestris
Otocoris alpestris arenicola
Otocoris alpestris chrysolaema
Bombycilla cedrorum
Bombycilla garrulus
Calcarius lapponicus
Calcarius ornatus
Calcarius pictus
Plectrophenax nivalis
Cardinalis cardinalis
Cardinalis sinuatus
Passerina amoena
Passerina caerulea
Passerina ciris
Passerina cyanea
Passerina versicolor
Pheucticus ludovicianus
Pheucticus melanocephalus
Piranga flava
Piranga hepatica
Piranga ludoviciana
Piranga olivacea
Piranga rubra
Spiza americana
Certhia americana
Cinclus mexicanus
Aphelocoma
Aphelocoma californica
Aphelocoma woodhouseii
Corvus
Corvus americanus
Corvus brachyrhynchos
Corvus corax
Cyanocitta cristata
Cyanocitta stelleri
Cyanocitta stelleri frontalis
Gymnorhinus cyanocephalus
Nucifraga columbiana
